User,Sequence,Left_WristMid,Left_PalmWidth,Left_MiddleBone,Right_WristMid,Right_PalmWidth,Right_MiddleBone
User3 (user3),P3_S8_R4,93.17171454632093,56.343044272524835,64.39576645403625,94.51216508557306,57.566007573178155,65.29844654727462
User3 (user3),P3_S8_R5,91.8153618102013,55.826447544376094,63.407872266941936,93.42726589040561,57.20892272247903,64.78604549494996
User3 (user3),P3_S8_R6,91.19059124203525,55.72147632498521,62.99586530061759,92.98161637007678,57.025085595253614,64.57814504468092
User3 (user3),P3_S9_R1,92.5772162892411,56.2193220650301,63.993472139022856,93.79994844209783,57.259416877808086,64.86701718300922
User3 (user3),P3_S9_R2,90.32169164846769,54.928807459727906,62.39660586287828,92.61874475121506,56.434885681770176,64.03354885177599
User3 (user3),P3_S9_R3,91.15513743959623,55.248257484629015,62.98014102119718,89.49859502918562,54.823910801201095,62.278613727887766
User3 (user3),P3_S9_R4,90.2661618818546,54.85263733766068,62.414308413162864,90.48894840346307,55.253143802087195,62.661992710239716
User3 (user3),P3_S9_R5,90.0831666039289,54.75313123927403,62.324088643331244,89.67289787574089,54.81030536286754,62.217607144713526
User4 (user5),P5_S10_R1,88.75093117620332,53.57598026797678,61.47092647915273,89.27230441329193,53.793277821099345,61.99536556104703
User4 (user5),P5_S10_R3,89.05112012098931,53.68180209286606,61.72134056990016,87.46477854835884,52.66461658562125,60.89175279739141
User4 (user5),P5_S10_R4,88.45592140912771,53.35447149978913,61.12454113099324,86.18325349180468,52.11972841319577,59.62577150257094
User4 (user5),P5_S10_R5,89.33391329085842,53.85291985789411,61.684664664910954,86.00980243754586,52.20664661255883,59.973191486754764
User4 (user5),P5_S10_R6,88.47816034301702,53.3751083835409,61.258502224285294,87.20697099203147,52.681848197518285,60.364622402638254
User4 (user5),P5_S10_R7,88.14373372449084,53.09159919549,60.79975840239167,84.60064415347364,51.06680984907081,58.38293322923431
User4 (user5),P5_S11_R1,90.33784383474593,54.26008865900318,62.42678883177575,86.97390974870368,52.78964864461822,60.423722575123
User4 (user5),P5_S11_R2,89.49849833244163,53.84667491616754,61.82526565680497,85.35967242489497,51.869697431275846,59.28861872563707
User4 (user5),P5_S11_R3,90.30212743186038,54.35859087371832,62.20526575608052,85.52662524712949,51.93153901142046,59.11374970848449
User4 (user5),P5_S11_R4,90.37808992738886,54.40350143742757,62.33974430427767,85.56926799987279,51.93767692984922,59.2020686434263
User4 (user5),P5_S11_R5,89.3420931340201,53.66513529931207,61.70526041888412,86.18130230628336,52.362101782234554,59.69117327285802
User4 (user5),P5_S1_R1,90.35331392951144,54.48951810366138,62.28165858966694,85.60923578926767,51.30044397756316,59.46908852213069
User4 (user5),P5_S1_R2,90.02932321902007,54.088404419239225,61.94454822442054,86.27889421671883,51.57874348266655,59.712180245465305
User4 (user5),P5_S1_R3,91.18751372810216,54.88474275417692,62.90413989165094,86.19065043891992,51.630997666758674,59.62166227571516
User4 (user5),P5_S1_R5,90.90799410379876,54.688451278114925,62.64093213052291,85.79099533863963,51.55009026186736,59.27811529468357
